Unnamed: 0,class,identifier,location,location_type,lookup_type,sha1,stimulus_set_identifier
95.0,StimulusSet,dietterich.Hendrycks2019.elastic_transform_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_elastic_transform_1.csv,S3,stimulus_set,d3c737d3090d8f62759ca1c520be3c0d51b449b6,
96.0,,dietterich.Hendrycks2019.elastic_transform_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_elastic_transform_1.zip,S3,stimulus_set,73981c798206c9ab2be7e2b68bfd9bf5fd56228a,
97.0,StimulusSet,dietterich.Hendrycks2019.pixelate_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_pixelate_1.csv,S3,stimulus_set,a1b5fea2dc45e2b418a6422b4ee05ebf62298a73,
98.0,,dietterich.Hendrycks2019.pixelate_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_pixelate_1.zip,S3,stimulus_set,b9a0a5fb468c73a368989600d1396917e8e932af,
99.0,StimulusSet,dietterich.Hendrycks2019.jpeg_compression_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_jpeg_compression_1.csv,S3,stimulus_set,d26c30159a6e1f8ce4e7cde0b111cbfb016d98b5,
100.0,,dietterich.Hendrycks2019.jpeg_compression_1,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_jpeg_compression_1.zip,S3,stimulus_set,0cf78ddc744f2b2990a35566a7853b573194f60d,
101.0,StimulusSet,dietterich.Hendrycks2019.gaussian_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_gaussian_noise_2.csv,S3,stimulus_set,cd7a408d18c80e1f4f58702f4dd9e5042407843a,
102.0,,dietterich.Hendrycks2019.gaussian_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_gaussian_noise_2.zip,S3,stimulus_set,e5f4ee74d320663c949e7ab26514c5134cdd173b,
103.0,StimulusSet,dietterich.Hendrycks2019.shot_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_shot_noise_2.csv,S3,stimulus_set,f88880cf342c91ccddf6ade315a92f9b25124bf7,
104.0,,dietterich.Hendrycks2019.shot_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_shot_noise_2.zip,S3,stimulus_set,2bfac5c92840a11cb2a3b12c1f04a7447f15ca84,
105.0,StimulusSet,dietterich.Hendrycks2019.impulse_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_impulse_noise_2.csv,S3,stimulus_set,7edf9b2ef13b442fd91c2e113bc1502396883bce,
106.0,,dietterich.Hendrycks2019.impulse_noise_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_impulse_noise_2.zip,S3,stimulus_set,98e29843d05df15c86a4a7a787f78121f89c0bba,
107.0,StimulusSet,dietterich.Hendrycks2019.defocus_blur_2,https://brainio-contrib.s3.amazonaws.com/image_dietterich_Hendrycks2019_defocus_blur_2.csv,S3,stimulus_set,a97af0cfb9984b97a138ac4944f5ec242d8f334d,
